year|month|cost_type|value|cost_code|deputy_id
2019|5|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|20.8|6832580|204521
2019|7|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|162.1|6874141|204521
2019|8|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|78.1|6903845|204521
2020|3|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|633.07|7037582|204521
2020|4|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|115.61|7052090|204521
2020|2|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|645.33|7026704|204521
2020|5|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|106.35|7054846|204521
2020|1|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|586.25|7005279|204521
2020|7|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|115.28|7078835|204521
2020|6|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|68.52|7067924|204521
2020|8|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|94.82|7091247|204521
2020|9|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|127.0|7096758|204521
2020|12|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|894.9|7137772|204521
2020|1|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|442.32|7007611|204521
2020|1|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|663.48|7007615|204521
2020|2|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|14400.0|7013641|204521
2020|7|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|21.9|7073029|204521
2020|1|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|209.0|7007627|204521
2021|3|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|47.8|7162626|204521
2021|1|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|547.78|7151337|204521
2021|2|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|518.91|7157282|204521
2021|3|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|635.63|7170582|204521
2021|4|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|505.05|7188134|204521
2021|5|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|531.82|7206754|204521
2021|6|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|527.55|7209810|204521
2021|2|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|548.9|7158961|204521
2021|6|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|50.8|7213989|204521
2021|6|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|241.4|7213988|204521
2021|5|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|6677.25|7194353|204521
2021|2|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|6677.25|7156823|204521
2021|3|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|6677.25|7168300|204521
2021|4|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|6677.25|7182624|204521
2021|6|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|6677.25|7207703|204521
2019|11|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|507.5|6966371|204379
2019|11|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|435.1|6966373|204379
2019|4|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|645.0|6795814|204379
2019|4|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|929.5|6795821|204379
2019|4|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|358.8|6795808|204379
2019|4|COMBUSTÍVEIS E LUBRIFICANTES.|130.03|6827550|204379
2019|5|COMBUSTÍVEIS E LUBRIFICANTES.|190.04|6856668|204379
2019|5|COMBUSTÍVEIS E LUBRIFICANTES.|170.02|6856670|204379
2019|6|COMBUSTÍVEIS E LUBRIFICANTES.|176.0|6874950|204379
2019|6|COMBUSTÍVEIS E LUBRIFICANTES.|100.0|6874964|204379
2019|6|COMBUSTÍVEIS E LUBRIFICANTES.|165.82|6874999|204379
2019|10|COMBUSTÍVEIS E LUBRIFICANTES.|170.05|6991689|204379
2019|3|COMBUSTÍVEIS E LUBRIFICANTES.|50.0|6827433|204379
2019|6|COMBUSTÍVEIS E LUBRIFICANTES.|1347.87|6864559|204379
2019|7|COMBUSTÍVEIS E LUBRIFICANTES.|1591.97|6882012|204379
2020|2|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|145.0|7018213|204379
2020|6|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|229.0|7065252|204379
2020|2|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|268.4|7031733|204379
2020|1|COMBUSTÍVEIS E LUBRIFICANTES.|3600.0|6993481|204379
2020|8|COMBUSTÍVEIS E LUBRIFICANTES.|200.02|7090596|204379
2020|10|COMBUSTÍVEIS E LUBRIFICANTES.|240.94|7120327|204379
2020|5|COMBUSTÍVEIS E LUBRIFICANTES.|180.07|7056671|204379
2020|7|COMBUSTÍVEIS E LUBRIFICANTES.|120.73|7078210|204379
2020|2|COMBUSTÍVEIS E LUBRIFICANTES.|120.0|7031139|204379
2020|10|COMBUSTÍVEIS E LUBRIFICANTES.|150.0|7110903|204379
2020|2|COMBUSTÍVEIS E LUBRIFICANTES.|181.9|7031163|204379
2020|2|COMBUSTÍVEIS E LUBRIFICANTES.|100.0|7031135|204379
2020|3|COMBUSTÍVEIS E LUBRIFICANTES.|100.0|7031928|204379
2020|3|COMBUSTÍVEIS E LUBRIFICANTES.|100.0|7031918|204379
2020|3|COMBUSTÍVEIS E LUBRIFICANTES.|100.0|7031922|204379
2021|4|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|398.28|7196755|204379
2021|4|COMBUSTÍVEIS E LUBRIFICANTES.|185.54|7189151|204379
2021|4|COMBUSTÍVEIS E LUBRIFICANTES.|270.04|7199618|204379
2021|2|COMBUSTÍVEIS E LUBRIFICANTES.|260.7|7173417|204379
2021|1|COMBUSTÍVEIS E LUBRIFICANTES.|270.55|7152576|204379
2021|3|COMBUSTÍVEIS E LUBRIFICANTES.|294.22|7189148|204379
2021|4|COMBUSTÍVEIS E LUBRIFICANTES.|290.03|7199606|204379
2021|4|COMBUSTÍVEIS E LUBRIFICANTES.|200.03|7199609|204379
2021|4|COMBUSTÍVEIS E LUBRIFICANTES.|270.59|7199612|204379
2021|4|COMBUSTÍVEIS E LUBRIFICANTES.|295.01|7199624|204379
2021|4|COMBUSTÍVEIS E LUBRIFICANTES.|140.1|7199619|204379
2021|4|COMBUSTÍVEIS E LUBRIFICANTES.|180.13|7199626|204379
2021|4|COMBUSTÍVEIS E LUBRIFICANTES.|300.05|7199632|204379
2021|1|COMBUSTÍVEIS E LUBRIFICANTES.|255.01|7152555|204379
2021|1|COMBUSTÍVEIS E LUBRIFICANTES.|240.65|7152561|204379
2019|7|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|46.69|6886995|204560
2019|8|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|37.98|6924272|204560
2019|6|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|2066.01|6883316|204560
2019|7|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|2855.56|6886435|204560
2019|8|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|2588.4|6924261|204560
2019|6|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|1400.0|6882817|204560
2019|10|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|350.5|6959685|204560
2019|2|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|574.7|6766603|204560
2019|3|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|357.0|6790189|204560
2019|6|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|200.3|6853239|204560
2019|8|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|220.0|6886631|204560
2019|7|COMBUSTÍVEIS E LUBRIFICANTES.|100.0|6882375|204560
2019|8|COMBUSTÍVEIS E LUBRIFICANTES.|331.39|6891838|204560
2019|2|COMBUSTÍVEIS E LUBRIFICANTES.|200.0|6777829|204560
2019|4|COMBUSTÍVEIS E LUBRIFICANTES.|274.92|6801618|204560
2020|8|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|235.0|7081634|204560
2020|2|COMBUSTÍVEIS E LUBRIFICANTES.|188.36|7033077|204560
2020|6|COMBUSTÍVEIS E LUBRIFICANTES.|150.0|7061928|204560
2020|2|COMBUSTÍVEIS E LUBRIFICANTES.|200.81|7033020|204560
2020|10|COMBUSTÍVEIS E LUBRIFICANTES.|280.15|7120821|204560
2020|11|COMBUSTÍVEIS E LUBRIFICANTES.|307.0|7120825|204560
2020|6|COMBUSTÍVEIS E LUBRIFICANTES.|200.0|7061932|204560
2020|2|COMBUSTÍVEIS E LUBRIFICANTES.|293.98|7004664|204560
2020|2|COMBUSTÍVEIS E LUBRIFICANTES.|302.76|7011831|204560
2020|11|COMBUSTÍVEIS E LUBRIFICANTES.|300.03|7121206|204560
2020|7|COMBUSTÍVEIS E LUBRIFICANTES.|270.17|7075744|204560
2020|12|COMBUSTÍVEIS E LUBRIFICANTES.|264.11|7124164|204560
2020|7|COMBUSTÍVEIS E LUBRIFICANTES.|260.69|7091781|204560
2020|12|COMBUSTÍVEIS E LUBRIFICANTES.|315.85|7134042|204560
2020|7|COMBUSTÍVEIS E LUBRIFICANTES.|296.12|7081622|204560
2021|2|COMBUSTÍVEIS E LUBRIFICANTES.|323.08|7159443|204560
2021|2|COMBUSTÍVEIS E LUBRIFICANTES.|368.15|7175563|204560
2021|4|COMBUSTÍVEIS E LUBRIFICANTES.|410.07|7182818|204560
2021|4|COMBUSTÍVEIS E LUBRIFICANTES.|373.52|7182825|204560
2021|5|COMBUSTÍVEIS E LUBRIFICANTES.|317.84|7189884|204560
2021|5|COMBUSTÍVEIS E LUBRIFICANTES.|401.67|7197784|204560
2021|6|COMBUSTÍVEIS E LUBRIFICANTES.|200.0|7203439|204560
2021|1|COMBUSTÍVEIS E LUBRIFICANTES.|300.61|7159423|204560
2021|2|COMBUSTÍVEIS E LUBRIFICANTES.|368.2|7159441|204560
2021|4|COMBUSTÍVEIS E LUBRIFICANTES.|350.01|7189386|204560
2021|5|COMBUSTÍVEIS E LUBRIFICANTES.|343.56|7189885|204560
2021|2|COMBUSTÍVEIS E LUBRIFICANTES.|288.46|7153424|204560
2021|5|COMBUSTÍVEIS E LUBRIFICANTES.|381.76|7203432|204560
2021|6|COMBUSTÍVEIS E LUBRIFICANTES.|300.09|7204660|204560
2021|6|COMBUSTÍVEIS E LUBRIFICANTES.|364.75|7215389|204560
2019|5|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|124.0|6837106|204528
2019|2|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|18.91|6803573|204528
2019|2|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|18.91|6803269|204528
2019|3|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|54.12|6803604|204528
2019|11|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|44.52|6975688|204528
2019|11|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|81.32|6975681|204528
2019|6|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|98.26|6866716|204528
2019|6|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|39.98|6866718|204528
2019|7|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|44.24|6885218|204528
2019|7|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|81.79|6885224|204528
2019|8|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|83.03|6906872|204528
2019|8|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|45.27|6906869|204528
2019|9|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|61.17|6929900|204528
2019|9|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|87.52|6929903|204528
2019|3|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|164.48|6810481|204528
2020|1|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|37.99|7030911|204528
2020|1|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|58.57|7030914|204528
2020|2|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|96.12|7030912|204528
2020|2|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|71.95|7030913|204528
2020|3|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|42.36|7044361|204528
2020|3|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|75.77|7044359|204528
2020|4|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|43.09|7047670|204528
2020|4|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|82.8|7047666|204528
2020|5|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|42.22|7056569|204528
2020|5|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|80.19|7056568|204528
2020|6|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|35.55|7065777|204528
2020|7|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|26.88|7081042|204528
2020|7|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|35.43|7081045|204528
2020|3|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|4446.83|7044273|204528
2020|4|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|4450.96|7052830|204528
2021|2|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|199.0|7161247|204528
2021|1|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|87.59|7171723|204528
2021|3|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|89.68|7178599|204528
2021|3|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|93.68|7188817|204528
2021|5|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|87.4|7213046|204528
2021|4|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|93.31|7205083|204528
2021|1|TELEFONIA|1.3|0|204528
2021|2|TELEFONIA|1.99|0|204528
2021|3|TELEFONIA|7.91|0|204528
2021|4|TELEFONIA|4.53|0|204528
2021|5|TELEFONIA|0.55|0|204528
2021|1|TELEFONIA|122.04|7161219|204528
2021|2|TELEFONIA|113.76|7188637|204528
2021|3|TELEFONIA|113.76|7191026|204528
2021|4|TELEFONIA|113.76|7205098|204528
2019|12|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|160.0|6978846|121948
2019|9|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|218.0|6925453|121948
2019|6|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|436.0|6870134|121948
2019|8|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|218.0|6925542|121948
2019|7|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|441.41|6892523|121948
2019|8|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|344.96|6907341|121948
2019|9|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|362.77|6931121|121948
2019|10|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|355.58|6964824|121948
2019|11|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|370.62|6979540|121948
2019|10|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|450.0|6969557|121948
2019|5|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|450.0|6883719|121948
2019|6|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|450.0|6898425|121948
2019|7|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|450.0|6898419|121948
2019|8|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|450.0|6907977|121948
2019|9|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|450.0|6941081|121948
2020|1|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|130.0|7035029|121948
2020|1|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|450.0|6996814|121948
2020|1|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|395.12|7012366|121948
2020|2|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|373.6|7035345|121948
2020|3|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|366.69|7045503|121948
2020|7|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|450.0|7078014|121948
2020|8|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|450.0|7088842|121948
2020|9|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|450.0|7122603|121948
2020|10|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|450.0|7122609|121948
2020|11|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|450.0|7122729|121948
2020|12|MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR|450.0|7142392|121948
